_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
3655613,4155915,2017,2019,1994,SOCIAL HOUSING,21,Scarborough Centre,2015 LAWRENCE AVE E,11,158,2019-11-25,84,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,5,5,4,3,N/A,4,5,5,3,4,5,5,5,3,5,E2131,43.7449592405,-79.2949788446,321297.115,4844797.638
3655614,4152703,2017,2019,1968,PRIVATE,21,Scarborough Centre,2185 LAWRENCE AVE E,12,142,2019-11-25,84,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,N/A,E2133,43.7475535553,-79.282547131,322297.586,4845088.397
3655615,4152716,2017,2019,1968,PRIVATE,21,Scarborough Centre,2250 LAWRENCE AVE E,6,33,2019-11-25,85,Evaluation needs to be conducted in 2 years,19,4,4,4,5,4,4,5,5,4,4,4,3,5,4,5,5,3,5,4,N/A,E2128,43.7493270741,-79.2783368218,322636.154,4845286.324
3655616,4152697,2017,2019,1960,PRIVATE,21,Scarborough Centre,2354 EGLINTON AVE E,5,72,2019-11-25,83,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,4,N/A,5,4,4,4,5,5,4,4,4,4,3,3,N/A,E2133,43.7316750326,-79.2734533673,323034.787,4843326.312
3655617,4152696,2017,2019,1965,PRIVATE,21,Scarborough Centre,2360 EGLINTON AVE E,7,130,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,3,5,3,N/A,4,4,5,3,5,4,5,4,4,N/A,E2133,43.731893112,-79.272217382,323118.226,4843364.663
3655618,4155730,2017,2019,2010,PRIVATE,09,Davenport,45 LISGAR ST,14,291,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,N/A,4,4,4,3,N/A,4,3,5,4,4,4,4,4,4,5,S0937,,,311015.908,4833355.956
3655619,4155710,2017,2019,2005,PRIVATE,09,Davenport,55 LISGAR ST,9,116,2019-11-25,74,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,4,4,N/A,3,4,5,3,3,4,3,2,3,4,S0937,43.642627982,-79.423024259,310994.457,4833412.558
3655620,4153376,2017,2019,1987,PRIVATE,10,Spadina-Fort York,350 QUEENS QUAY W,19,228,2019-11-25,88,Evaluation needs to be conducted in 3 years,17,5,4,4,4,4,4,4,4,4,N/A,4,5,4,5,5,5,N/A,5,N/A,5,S1036,43.6386874748,-79.3891530101,313727.979,4832976.873
3655621,4166900,2017,2019,1987,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,21,289,2019-11-25,83,Evaluation needs to be conducted in 2 years,18,4,4,4,4,N/A,4,4,3,4,3,4,4,5,5,4,4,N/A,5,5,5,S1036,43.638266201,-79.390235997,313604.244,4832915.083
3655622,4152699,2017,2019,1965,PRIVATE,21,Scarborough Centre,1165 BIRCHMOUNT RD,4,20,2019-11-25,88,Evaluation needs to be conducted in 3 years,18,4,4,5,5,5,5,N/A,5,4,4,4,5,5,4,4,5,3,4,4,N/A,E2133,43.7416060868,-79.2819282185,322349.168,4844427.791
3655623,4152700,2017,2019,1960,PRIVATE,21,Scarborough Centre,1169 BIRCHMOUNT RD,4,18,2019-11-25,82,Evaluation needs to be conducted in 2 years,18,3,5,5,4,4,4,4,5,3,N/A,4,3,5,5,4,4,5,4,3,N/A,E2133,43.7418231309,-79.2820268094,322341.164,4844451.883
3655624,4152702,2017,2019,1960,PRIVATE,21,Scarborough Centre,1255 BIRCHMOUNT RD,6,70,2019-11-25,89,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,5,5,4,5,N/A,5,4,4,4,3,5,5,4,3,N/A,E2133,43.7467361974,-79.2840523201,322176.6,4844997.277
3655625,4152722,2017,2019,1956,PRIVATE,21,Scarborough Centre,1525 BIRCHMOUNT RD,4,52,2019-11-25,87,Evaluation needs to be conducted in 3 years,17,4,3,5,3,5,5,5,4,N/A,4,4,5,5,4,5,4,N/A,5,4,N/A,E2128,43.759693301,-79.289071527,321768.472,4846436.669
3655626,4153408,2017,2019,1968,TCHC,10,Spadina-Fort York,91 AUGUSTA AVE,14,257,2019-11-25,74,Evaluation needs to be conducted in 2 years,18,3,4,3,4,3,5,4,4,3,N/A,4,4,4,4,3,4,N/A,4,3,4,S1023,43.650817742,-79.40050764,312819.071,4834312.641
3655627,4153109,2017,2019,1955,PRIVATE,09,Davenport,2 REGAL RD,8,104,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,3,3,3,3,4,4,5,4,4,4,N/A,4,3,4,S0928,43.6756343719,-79.4334082604,310153.942,4837077.778
3655628,4153140,2017,2019,1970,PRIVATE,10,Spadina-Fort York,798 RICHMOND ST W,13,525,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,N/A,5,4,4,S1028,43.6451383038,-79.4098140977,312060.214,4833691.505
3655629,4156037,2017,2019,1960,PRIVATE,21,Scarborough Centre,1535 BIRCHMOUNT RD,4,37,2019-11-25,83,Evaluation needs to be conducted in 2 years,16,3,4,5,5,5,5,N/A,3,N/A,3,4,5,5,3,4,3,N/A,5,4,N/A,E2128,43.759947504,-79.289253718,321726.239,4846452.346
3655630,4156471,2017,2019,1960,PRIVATE,21,Scarborough Centre,1545 BIRCHMOUNT RD,4,37,2019-11-25,83,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,5,N/A,3,N/A,3,4,5,5,4,4,3,N/A,5,4,N/A,E2128,43.760276601,-79.289405137,321709.409,4846508.482
3655631,4152662,2017,2019,1964,PRIVATE,21,Scarborough Centre,2255 VICTORIA PARK AVE,6,72,2019-11-25,88,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,5,4,4,4,4,4,5,5,4,4,4,5,4,5,N/A,E2121,43.762425831,-79.316612241,319550.204,4846734.954
3655632,4152663,2017,2019,1964,PRIVATE,21,Scarborough Centre,2265 VICTORIA PARK AVE,6,71,2019-11-25,88,Evaluation needs to be conducted in 3 years,19,5,5,4,4,5,5,5,5,4,5,4,5,5,4,3,4,4,4,4,N/A,E2121,43.762813962,-79.316783785,319536.297,4846778.044
3655633,4152664,2017,2019,1962,PRIVATE,21,Scarborough Centre,2275 VICTORIA PARK AVE,6,69,2019-11-25,73,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,4,N/A,4,4,3,4,4,5,4,4,3,3,3,4,N/A,E2121,43.763205849,-79.3169546412,319522.706,4846820.596
3655634,4152665,2017,2019,1960,PRIVATE,21,Scarborough Centre,2301 VICTORIA PARK AVE,7,104,2019-11-25,88,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,5,4,4,4,4,4,5,5,4,3,N/A,5,4,N/A,E2121,43.764137239,-79.3173877592,319487.607,4846923.995
3655635,4156298,2018,2019,1969,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2019-11-25,62,Evaluation needs to be conducted in 1 year,18,2,3,3,3,3,4,3,3,3,N/A,3,4,3,3,3,3,3,4,3,N/A,S1023,43.651687962,-79.400557945,312805.773,4834421
3655636,4153338,2017,2019,1987,SOCIAL HOUSING,12,Toronto-St. Paul's,11 WINONA DR,7,150,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,3,4,N/A,4,4,3,4,4,4,3,4,4,N/A,S1234,43.6754765373,-79.4301431233,310417.24,4837060.459
3655637,4153399,2017,2019,1982,PRIVATE,10,Spadina-Fort York,20 ST PATRICK ST,15,256,2019-11-25,82,Evaluation needs to be conducted in 2 years,18,5,4,5,3,4,4,4,4,5,N/A,4,4,5,4,4,4,4,4,3,N/A,S1024,43.6509721376,-79.3893617427,313709.312,4834341.702
3655638,4153110,2018,2019,1929,PRIVATE,09,Davenport,927 ST CLAIR AVE W,4,23,2019-11-25,83,Evaluation needs to be conducted in 2 years,14,4,4,5,4,4,4,N/A,4,N/A,N/A,5,5,3,4,4,4,N/A,4,N/A,N/A,S0928,43.6795067205,-79.4348853708,310034.484,4837507.881
3655639,4153077,2017,2019,1966,PRIVATE,09,Davenport,128 SHERIDAN AVE,7,68,2019-11-25,72,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,N/A,2,4,N/A,4,3,5,3,4,3,4,3,3,N/A,S0933,43.6504598567,-79.434253526,310088.069,4834280.957
3655640,4156172,2017,2019,1960,PRIVATE,21,Scarborough Centre,1 TERRAVIEW BLVD,7,104,2019-11-25,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,4,4,4,4,4,4,5,5,4,5,N/A,5,4,N/A,E2121,43.7644344893,-79.3177518192,319458.224,4846956.955
3655641,4229124,2017,2019,1955,PRIVATE,09,Davenport,12 RUSHOLME DR,4,29,2019-11-25,78,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,4,3,N/A,N/A,4,4,5,3,4,4,N/A,3,3,N/A,S0934,43.6500598617,-79.4285544502,310547.845,4834236.883
3655642,4153155,2017,2019,1955,PRIVATE,09,Davenport,14 RUSHOLME DR,4,22,2019-11-25,76,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,3,N/A,N/A,4,4,5,3,4,4,N/A,3,3,N/A,S0934,43.6502558347,-79.4286011017,310544.063,4834258.652
3655643,4153348,2017,2019,1920,PRIVATE,12,Toronto-St. Paul's,599 ST CLAIR AVE W,3,16,2019-11-25,84,Evaluation needs to be conducted in 2 years,14,4,5,5,5,N/A,4,N/A,4,N/A,N/A,5,3,5,3,4,4,4,4,N/A,N/A,S1235,43.6820983903,-79.4223318593,311046.449,4837796.671
3655644,4153347,2019,2019,1989,PRIVATE,12,Toronto-St. Paul's,607 ST CLAIR AVE W,3,14,2019-11-25,83,Evaluation needs to be conducted in 2 years,14,4,4,5,4,3,4,N/A,4,N/A,N/A,4,4,5,5,4,4,N/A,4,N/A,N/A,S1235,,,311004.615,4837770.886
3655645,4153350,2017,2019,1986,SOCIAL HOUSING,12,Toronto-St. Paul's,747 ST CLAIR AVE W,8,97,2019-11-25,85,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,5,N/A,4,4,5,4,5,4,4,4,4,5,S1234,43.6809371983,-79.4282122762,310572.424,4837667.252
3655646,4153351,2017,2019,1921,PRIVATE,12,Toronto-St. Paul's,781 ST CLAIR AVE W,3,16,2019-11-25,74,Evaluation needs to be conducted in 2 years,14,3,4,5,4,3,3,N/A,4,N/A,N/A,4,4,4,3,4,3,N/A,4,N/A,N/A,S1234,43.6806801343,-79.4292316793,310490.25,4837638.626
3655647,4156598,2017,2019,2011,SOCIAL HOUSING,09,Davenport,180 SUDBURY ST,18,190,2019-11-25,77,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,4,4,3,N/A,4,3,4,4,4,4,3,4,4,4,S0937,,,310822.114,4833330.761
3655648,4152692,2017,2019,1972,PRIVATE,21,Scarborough Centre,1 ROSEMOUNT DR,9,110,2019-11-25,86,Evaluation needs to be conducted in 3 years,20,5,5,5,3,4,4,4,5,4,4,4,3,5,4,5,4,5,4,4,5,E2133,43.7315303371,-79.2739396307,322995.656,4843310.129
3655649,4152694,2017,2019,1960,PRIVATE,21,Scarborough Centre,19 ROSEMOUNT DR,7,71,2019-11-25,84,Evaluation needs to be conducted in 2 years,18,5,4,5,4,3,4,N/A,4,4,4,3,5,5,4,5,4,5,4,4,N/A,E2133,43.7325904948,-79.2744267602,322956.092,4843427.802
3655650,4153397,2017,2019,1991,TCHC,10,Spadina-Fort York,248 SIMCOE ST,12,53,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,4,N/A,4,4,5,4,4,4,N/A,3,3,4,S1024,43.6539203787,-79.3892195078,313720.374,4834669.271
3655651,4155067,2017,2019,1967,PRIVATE,09,Davenport,65 DYNEVOR RD,9,90,2019-11-25,69,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,3,3,4,4,4,3,3,5,3,3,3,3,4,3,N/A,S0922,43.6915639113,-79.4491372654,308884.626,4838846.609
3655652,4153377,2017,2019,2005,PRIVATE,10,Spadina-Fort York,50 PORTLAND ST,10,232,2019-11-25,91,Evaluation needs to be conducted in 3 years,19,5,5,4,4,N/A,5,4,4,4,4,4,5,5,5,4,5,4,5,5,5,S1032,43.64339526,-79.399965439,312863.723,4833483.933
3655653,4153380,2020,2019,1991,SOCIAL HOUSING,10,Spadina-Fort York,163 PORTLAND ST,4,46,2019-11-25,63,Evaluation needs to be conducted in 1 year,18,2,4,4,2,2,3,2,2,4,2,3,3,4,4,4,4,N/A,4,N/A,4,S1029,43.647261855,-79.400907613,312778.179,4833929.199
3655654,4155008,2017,2019,1968,PRIVATE,09,Davenport,161 OAKWOOD AVE,19,151,2019-11-25,72,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,3,3,4,3,N/A,3,4,5,4,4,4,3,4,4,N/A,S0925,43.680342384,-79.435548424,309967.474,4837608.076
3655655,4408389,2019,2019,1913,PRIVATE,09,Davenport,10 MOUNT ROYAL AVE,3,12,2019-11-25,68,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,N/A,2,N/A,3,3,3,4,3,4,4,4,4,4,N/A,S0928,43.675063119,-79.4330471349,310183.115,4837014.338
3655656,4156711,2017,2019,2013,PRIVATE,10,Spadina-Fort York,100 LOWER OSSINGTON AVE,8,179,2019-11-25,81,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,S1027,43.643820968,-79.418945224,311312.897,4833534.316
3655657,4155063,2017,2019,1950,PRIVATE,09,Davenport,2036 DUFFERIN ST,3,12,2019-11-25,64,Evaluation needs to be conducted in 1 year,14,3,3,5,3,N/A,3,N/A,3,N/A,N/A,3,3,4,3,3,3,N/A,3,3,N/A,S0922,43.6863686196,-79.446744343,309077.853,4838269.541
3655658,4155026,2017,2019,1997,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,2019-11-25,73,Evaluation needs to be conducted in 2 years,19,3,4,5,4,4,3,4,3,3,4,3,4,5,3,3,3,N/A,4,3,4,S1222,43.6951962434,-79.4496138962,308845.969,4839250.13
3655659,4153402,2017,2019,1991,TCHC,10,Spadina-Fort York,22 MC CAUL ST,11,139,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,5,N/A,4,3,2,4,4,4,4,4,2,3,S1024,43.651211633,-79.390479351,313618.859,4834369.14
3655660,4153144,2017,2019,1994,SOCIAL HOUSING,10,Spadina-Fort York,138 CLAREMONT ST,3,18,2019-11-25,64,Evaluation needs to be conducted in 1 year,17,3,4,3,3,2,4,N/A,3,N/A,N/A,3,3,4,3,3,3,3,4,3,3,S1022,43.6499453573,-79.411506674,311923.107,4834225.424
3655661,4152714,2017,2019,1961,PRIVATE,21,Scarborough Centre,893 KENNEDY RD,7,77,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,N/A,4,3,3,3,4,5,4,4,4,5,4,4,N/A,E2133,43.740395354,-79.270793343,323246.138,4844296.652
3655662,4153337,2017,2019,1992,SOCIAL HOUSING,12,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,2019-11-25,69,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,4,N/A,4,N/A,4,3,3,4,4,1,4,4,3,4,N/A,S1234,43.674876223,-79.429093939,310501.638,4836994.79
3655663,4168942,2017,2019,1984,SOCIAL HOUSING,10,Spadina-Fort York,345 DUFFERIN ST,8,200,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,4,N/A,4,3,5,4,4,4,N/A,4,4,4,S1026,43.6410875936,-79.4277040009,310617.306,4833240.167
3655664,4153156,2017,2019,1967,SOCIAL HOUSING,09,Davenport,661 DUFFERIN ST,13,112,2019-11-25,71,Evaluation needs to be conducted in 2 years,18,4,4,4,1,4,3,3,3,4,N/A,3,3,5,3,4,4,4,4,N/A,4,S0934,43.6504895389,-79.4313915091,310318.929,4834284.426
3655665,4152710,2017,2019,1957,PRIVATE,21,Scarborough Centre,859 KENNEDY RD,5,34,2019-11-25,87,Evaluation needs to be conducted in 3 years,17,5,4,5,4,4,5,N/A,4,5,N/A,4,4,5,4,4,5,4,4,4,N/A,E2133,43.7379997073,-79.2696666351,323337.888,4844029.804
3655666,4152711,2017,2019,1961,PRIVATE,21,Scarborough Centre,875 KENNEDY RD,6,82,2019-11-25,80,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,3,4,4,4,5,3,4,4,3,4,4,N/A,E2133,43.739089427,-79.270177266,323296.161,4844151.707
3655667,4152712,2017,2019,1965,PRIVATE,21,Scarborough Centre,877 KENNEDY RD,4,32,2019-11-25,84,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,N/A,5,5,4,4,3,5,4,4,4,4,4,4,N/A,E2133,43.739624156,-79.270445694,323274.376,4844211.053
3655668,4155569,2017,2019,1971,TCHC,21,Scarborough Centre,6 GLAMORGAN AVE,12,184,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,3,5,4,4,3,5,4,4,4,N/A,3,4,4,5,3,4,5,5,4,N/A,E2123,43.7693818631,-79.284775411,322111.879,4847512.968
3655669,4155568,2017,2019,1971,TCHC,21,Scarborough Centre,7 GLAMORGAN AVE,12,196,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,3,4,4,4,3,5,3,4,4,N/A,3,4,4,5,4,4,4,4,4,N/A,E2123,43.7677640295,-79.2844534267,322138.266,4847333.299
3655670,4153401,2017,2019,1979,TCHC,10,Spadina-Fort York,168 JOHN ST,7,180,2019-11-25,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,5,4,4,N/A,4,4,3,4,3,4,4,4,4,4,S1024,43.6502402585,-79.3915033739,313520.724,4834252.341
3655671,4153400,2017,2019,1992,TCHC,10,Spadina-Fort York,190 JOHN ST,4,26,2019-11-25,80,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,4,4,4,N/A,3,4,5,3,4,4,N/A,4,4,N/A,S1024,43.650961887,-79.391878256,313506.048,4834341.234
3655672,4152705,2017,2019,1969,PRIVATE,21,Scarborough Centre,815 KENNEDY RD,5,33,2019-11-25,85,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,5,5,N/A,4,5,5,4,4,4,3,4,4,N/A,E2133,43.7343403668,-79.2681240316,323463.283,4843623.61
3655673,4152706,2017,2019,1961,PRIVATE,21,Scarborough Centre,819 KENNEDY RD,6,62,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,N/A,3,5,4,4,4,5,4,4,3,4,4,4,N/A,E2133,43.7346483486,-79.268437993,323437.893,4843657.753
3655674,4153353,2017,2019,1956,PRIVATE,12,Toronto-St. Paul's,55 HENDRICK AVE,3,29,2019-11-25,71,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,3,N/A,4,N/A,4,3,3,5,3,4,4,N/A,3,3,N/A,S1234,43.679807553,-79.430598338,310379.871,4837542.546
3655675,4152734,2017,2019,1967,PRIVATE,21,Scarborough Centre,1175 ELLESMERE RD,5,65,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,3,4,4,4,N/A,4,4,4,5,4,4,5,4,4,N/A,E2129,43.7676449772,-79.2698659258,323312.731,4847323.217
3655676,4154371,2017,2019,1956,PRIVATE,06,York Centre,4 HARTHAM PL,3,12,2019-11-22,76,Evaluation needs to be conducted in 2 years,15,4,2,3,4,4,4,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,5,3,N/A,N0632,43.7299426047,-79.4600970756,307999.17,4843109.809
3655677,4153379,2017,2019,2003,PRIVATE,10,Spadina-Fort York,525 RICHMOND ST W,10,103,2019-11-22,89,Evaluation needs to be conducted in 3 years,18,5,4,5,4,N/A,5,4,5,4,N/A,5,4,5,4,4,4,4,4,5,5,S1029,43.6469614175,-79.4003305957,312825.032,4833894.922
3655678,4153078,,2019,1932,PRIVATE,09,Davenport,301 LANSDOWNE AVE,5,35,2019-11-21,63,Evaluation needs to be conducted in 1 year,15,3,3,4,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,N/A,4,3,N/A,S0933,43.6507303054,-79.4393963324,309673.184,4834310.706
3655679,4152651,2017,2019,1960,PRIVATE,21,Scarborough Centre,1725 LAWRENCE AVE E,6,43,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,5,4,4,4,4,4,N/A,3,5,N/A,4,4,5,3,4,4,4,4,4,N/A,E2131,43.7420240548,-79.3085552863,320204.421,4844468.944
3655680,4152658,2017,2019,1961,PRIVATE,21,Scarborough Centre,1780 LAWRENCE AVE E,5,39,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,5,5,N/A,4,4,5,3,4,4,3,4,4,N/A,E2126,43.7431036198,-79.3070051699,320328.999,4844589.169
3655681,4152657,2017,2019,1962,PRIVATE,21,Scarborough Centre,1790 LAWRENCE AVE E,5,36,2019-11-21,75,Evaluation needs to be conducted in 2 years,19,3,4,4,4,4,4,4,4,4,4,4,3,5,3,3,4,3,4,3,N/A,E2126,43.7433508938,-79.3059187753,320416.436,4844616.844
3655682,4152659,2017,2019,1978,SOCIAL HOUSING,21,Scarborough Centre,1860 LAWRENCE AVE E,8,89,2019-11-21,82,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,4,4,4,N/A,4,4,5,4,4,4,4,4,3,4,E2126,43.744070606,-79.3030806418,320644.835,4844697.338
3655683,4155734,2017,2019,1992,PRIVATE,09,Davenport,800 LANSDOWNE AVE,4,138,2019-11-21,84,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,5,4,4,4,N/A,4,4,5,4,4,4,4,4,4,4,S0930,43.665053148,-79.446087581,309120.177,4835899.067
3655684,4153101,2017,2019,2003,SOCIAL HOUSING,09,Davenport,973 LANSDOWNE AVE,3,20,2019-11-21,68,Evaluation needs to be conducted in 2 years,17,3,5,4,3,4,3,N/A,3,N/A,3,3,3,4,3,3,3,4,4,3,N/A,S0930,43.6661838696,-79.4459119791,309146.453,4836027.149
3655685,4153949,2017,2019,1953,PRIVATE,08,Eglinton-Lawrence,4 LATIMER AVE,5,65,2019-11-21,75,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,2,N/A,3,5,N/A,3,4,5,4,4,4,N/A,3,3,N/A,N0833,43.7032107551,-79.4163543553,311526.123,4840142.702
3655686,4153962,2017,2019,1941,TCHC,08,Eglinton-Lawrence,790 EGLINTON AVE W,4,57,2019-11-21,69,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,3,4,3,N/A,3,4,5,3,3,3,3,3,3,N/A,N0832,43.7016899071,-79.4236478607,310938.438,4839973.167
3655687,4153963,2017,2019,1941,TCHC,08,Eglinton-Lawrence,800 EGLINTON AVE W,4,36,2019-11-21,66,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,3,3,3,3,N/A,3,4,4,3,3,3,3,3,3,3,N0832,43.7014745383,-79.4245394908,310866.596,4839949.174
3655688,4153964,2017,2019,1941,TCHC,08,Eglinton-Lawrence,840 EGLINTON AVE W,4,40,2019-11-21,64,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,4,3,3,3,N/A,3,3,5,3,3,3,3,3,3,N/A,N0832,43.7014864975,-79.4251602874,310816.559,4839950.457
3655689,4153952,2017,2019,1968,PRIVATE,08,Eglinton-Lawrence,600 EGLINTON AVE W,6,60,2019-11-21,62,Evaluation needs to be conducted in 1 year,17,3,3,5,3,3,2,N/A,3,3,N/A,3,3,5,3,3,3,3,3,2,N/A,N0833,43.7028276232,-79.4182269632,311375.237,4840099.988
3655690,4153961,2017,2019,1952,PRIVATE,08,Eglinton-Lawrence,780 EGLINTON AVE W,7,87,2019-11-21,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,N/A,N0832,43.7019615716,-79.4227024565,311014.608,4840003.42
3655691,4154008,2017,2019,1968,PRIVATE,08,Eglinton-Lawrence,30 EDITH DR,13,172,2019-11-21,82,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,3,4,5,4,4,5,5,5,4,4,4,4,4,3,N/A,N0833,43.7065465762,-79.4033898366,312570.569,4840514.447
3655692,4152633,2017,2019,1955,PRIVATE,21,Scarborough Centre,1 RANNOCK ST,4,30,2019-11-21,80,Evaluation needs to be conducted in 2 years,17,3,3,5,4,3,4,N/A,4,N/A,5,4,5,5,3,4,3,5,5,3,N/A,E2131,43.7279918888,-79.3000339041,320894.507,4842911.689
3655693,4152628,2017,2019,1955,PRIVATE,21,Scarborough Centre,4 RANNOCK ST,4,26,2019-11-21,85,Evaluation needs to be conducted in 2 years,16,4,4,5,5,5,3,N/A,4,N/A,4,5,5,5,5,3,3,N/A,5,3,N/A,E2131,43.7284154866,-79.3006056472,320848.332,4842958.639
3655694,4152629,2017,2019,1955,PRIVATE,21,Scarborough Centre,8 RANNOCK ST,4,33,2019-11-21,85,Evaluation needs to be conducted in 2 years,17,3,4,5,4,5,3,N/A,4,N/A,4,4,5,5,5,3,5,5,5,3,N/A,E2131,43.7287170868,-79.3000634846,320891.929,4842992.248
3655695,4154544,2017,2019,1955,PRIVATE,08,Eglinton-Lawrence,45 WASDALE CRES,3,25,2019-11-21,80,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,5,N/A,N/A,4,3,5,4,4,4,4,4,3,N/A,N0823,43.7303895479,-79.4363698619,309910.624,4843160.67
3655696,4154542,2018,2019,1950,PRIVATE,08,Eglinton-Lawrence,63 WASDALE CRES,3,11,2019-11-21,91,Evaluation needs to be conducted in 3 years,17,5,5,4,4,5,4,N/A,4,N/A,5,5,4,5,5,5,4,4,4,5,N/A,N0823,43.7301864621,-79.4373815956,309829.135,4843138.046
3655697,4153957,2017,2019,1964,PRIVATE,08,Eglinton-Lawrence,2121 BATHURST ST,11,210,2019-11-21,93,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,4,4,5,5,N/A,5,5,5,4,5,5,4,4,4,5,N0832,43.7039163389,-79.4253300731,310802.633,4840220.402
3655698,4153984,2017,2019,1956,PRIVATE,08,Eglinton-Lawrence,650 BRIAR HILL AVE,9,85,2019-11-21,72,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,4,4,4,4,4,3,5,3,3,3,2,2,3,N/A,N0833,43.7083504804,-79.4265525477,310703.673,4840712.912
3655699,4233146,2017,2019,1958,PRIVATE,21,Scarborough Centre,1731 VICTORIA PARK AVE,4,43,2019-11-21,82,Evaluation needs to be conducted in 2 years,17,5,4,5,4,4,3,N/A,3,N/A,4,4,4,5,4,4,4,5,4,4,N/A,E2131,43.7371060348,-79.3073327749,320304.15,4843922.831
